,Chapter,Verse,Sanskrit,Transliteration
226,6,12,"
तत्रैकाग्रं मन: कृत्वा यतचित्तेन्द्रियक्रिय:  उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये      समं कायशिरोग्रीवं धारयन्नचलं स्थिर:  सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन्      
","
tatraikāgraṁ manaḥ kṛitvā yata chittendriya kriyaḥupaviśhyāsane yuñjyād yogam ātma viśhuddhayesamaṁ kāya śhiro grīvaṁ dhārayann achalaṁ sthiraḥsamprekṣhya nāsikāgraṁ svaṁ diśhaśh chānavalokayan
"
227,6,13,"
प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थित:  मन: संयम्य मच्चित्तो युक्त आसीत मत्पर:      
","
praśhāntātmā vigata bhīr brahmachāri vrate sthitaḥmanaḥ sanyamya mach chitto yukta āsīta mat paraḥ
"
228,6,14,"
युञ्जन्नेवं सदात्मानं योगी नियतमानस:  शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति      
","
yuñjann evaṁ sadātmānaṁ yogī niyata mānasaḥśhāntiṁ nirvāṇa paramāṁ mat sansthām adhigachchhati
"
229,6,15,"
नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नत:  न चाति स्वप्नशीलस्य जाग्रतो नैव चार्जुन      
","
nātyaśhnatastu yogo ’sti na chaikāntam anaśhnataḥna chāti svapna śhīlasya jāgrato naiva chārjuna
"
230,6,16,"
युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु  युक्तस्वप्नावबोधस्य योगो भवति दु:खहा      
","
yuktāhāra vihārasya yukta cheṣhṭasya karmasuyukta svapnāvabodhasya yogo bhavati duḥkha hā
"
231,6,17,"
यदा विनियतं चित्तमात्मन्येवावतिष्ठते  नि:स्पृह: सर्वकामेभ्यो युक्त इत्युच्यते तदा      
","
yadā viniyataṁ chittam ātmanyevāvatiṣhṭhateniḥspṛihaḥ sarva kāmebhyo yukta ityuchyate tadā
"
232,6,18,"
यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता  योगिनो यतचित्तस्य युञ्जतो योगमात्मन:      
","
yathā dīpo nivāta stho neṅgate sopamā smṛitāyogino yata chittasya yuñjato yogam ātmanaḥ
"
233,6,19,"
यत्रोपरमते चित्तं निरुद्धं योगसेवया  यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति      
","
yatroparamate chittaṁ niruddhaṁ yoga sevayāyatra chaivātmanātmānaṁ paśhyann ātmani tuṣhyati
"
234,6,20,"
सुखमात्यन्तिकं यत्तद्बुद्धिग्राह्यमतीन्द्रियम्  वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वत:      
","
sukham ātyantikaṁ yat tad buddhi grāhyam atīndriyamvetti yatra na chaivāyaṁ sthitaśh chalati tattvataḥ
"
235,6,21,"
यं लब्ध्वा चापरं लाभं मन्यते नाधिकं तत:  यस्मिन्स्थितो न दु:खेन गुरुणापि विचाल्यते      
","
yaṁ labdhvā chāparaṁ lābhaṁ manyate nādhikaṁ tataḥyasmin sthito na duḥkhena guruṇāpi vichālyate
"
236,6,22,"
तं विद्याद् दु:खसंयोगवियोगं योगसञ्ज्ञितम्  स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा      
","
taṁ vidyād duḥkha sanyoga viyogaṁ yogasaṅjñitamsa niśhchayena yoktavyo yogo ’nirviṇṇa chetasā
"
237,6,23,"
सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषत:  मनसैवेन्द्रियग्रामं विनियम्य समन्तत:      शनै: शनैरुपरमेद्बुद्ध्या धृतिगृहीतया  आत्मसंस्थं मन: कृत्वा न किञ्चिदपि चिन्तयेत्      
","
saṅkalpa prabhavān kāmāns tyaktvā sarvān aśheṣhataḥmanasaivendriya grāmaṁ viniyamya samantataḥśhanaiḥ śhanair uparamed buddhyā dhṛiti gṛihītayāātma sansthaṁ manaḥ kṛitvā na kiñchid api chintayet
"
238,6,24,"
यतो यतो निश्चरति मनश्चञ्चलमस्थिरम्  ततस्ततो नियम्यैतदात्मन्येव वशं नयेत्      
","
yato yato niśhcharati manaśh chañchalam asthiramtatas tato niyamyaitad ātmanyeva vaśhaṁ nayet
"
239,6,25,"
प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम्  उपैति शान्तरजसं ब्रह्मभूतमकल्मषम्      
","
praśhānta manasaṁ hyenaṁ yoginaṁ sukham uttamamupaiti śhānta rajasaṁ brahma bhūtam akalmaṣham
"
240,6,26,"
युञ्जन्नेवं सदात्मानं योगी विगतकल्मष:  सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते      
","
yuñjann evaṁ sadātmānaṁ yogī vigata kalmaṣhaḥsukhena brahma sansparśham atyantaṁ sukham aśhnute
"
241,6,27,"
सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि  ईक्षते योगयुक्तात्मा सर्वत्र समदर्शन:      
","
sarva bhūta stham ātmānaṁ sarva bhūtāni chātmaniīkṣhate yoga yuktātmā sarvatra sama darśhanaḥ
"
242,6,28,"
यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति  तस्याहं न प्रणश्यामि स च मे न प्रणश्यति      
","
yo māṁ paśhyati sarvatra sarvaṁ cha mayi paśhyatitasyāhaṁ na praṇaśhyāmi sa cha me na praṇaśhyati
"
243,6,29,"
सर्वभूतस्थितं यो मां भजत्येकत्वमास्थित:  सर्वथा वर्तमानोऽपि स योगी मयि वर्तते      
","
sarva bhūta sthitaṁ yo māṁ bhajatyekatvam āsthitaḥsarvathā vartamāno ’pi sa yogī mayi vartate
"
244,6,30,"
आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन  सुखं वा यदि वा दु:खं स योगी परमो मत:      
","
ātmaupamyena sarvatra samaṁ paśhyati yo ’rjunasukhaṁ vā yadi vā duḥkhaṁ sa yogī paramo mataḥ
"
245,6,31,"
अर्जुन उवाच  योऽयं योगस्त्वया प्रोक्त: साम्येन मधुसूदन  एतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम्      
","
arjuna uvāchayo ’yaṁ yogas tvayā proktaḥ sāmyena madhusūdanaetasyāhaṁ na paśhyāmi chañchalatvāt sthitiṁ sthirām
"
246,6,32,"
चञ्चलं हि मन: कृष्ण प्रमाथि बलवद्दृढम्  तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम्      
","
chañchalaṁ hi manaḥ kṛiṣhṇa pramāthi balavad dṛiḍhamtasyāhaṁ nigrahaṁ manye vāyor iva su duṣhkaram
"
247,6,33,"
श्रीभगवानुवाच  असंशयं महाबाहो मनो दुर्निग्रहं चलम्  अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते      
","
śhrī bhagavān uvāchaasanśhayaṁ mahā bāho mano durnigrahaṁ chalamabhyāsena tu kaunteya vairāgyeṇa cha gṛihyate
"
248,6,34,"
असंयतात्मना योगो दुष्प्राप इति मे मति:  वश्यात्मना तु यतता शक्योऽवाप्तुमुपायत:      
","
asaṅyatātmanā yogo duṣhprāpa iti me matiḥvaśhyātmanā tu yatatā śhakyo ’vāptum upāyataḥ
"
249,6,35,"
अर्जुन उवाच  अयति: श्रद्धयोपेतो योगाच्चलितमानस:  अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति      
","
arjuna uvāchaayatiḥ śhraddhayopeto yogāch chalita mānasaḥaprāpya yoga sansiddhiṁ kāṅ gatiṁ kṛiṣhṇa gachchhati
"
250,6,36,"
कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति  अप्रतिष्ठो महाबाहो विमूढो ब्रह्मण: पथि      
","
kachchin nobhaya vibhraṣhṭaśh chhinnābhram iva naśhyatiapratiṣhṭho mahā bāho vimūḍho brahmaṇaḥ pathi
"
251,6,37,"
एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषत:  त्वदन्य: संशयस्यास्य छेत्ता न ह्युपपद्यते      
","
etan me sanśhayaṁ kṛiṣhṇa chhettum arhasyaśheṣhataḥtvad anyaḥ sanśhayasyāsya chhettā na hyupapadyate
"
252,6,38,"
श्रीभगवानुवाच  पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते  न हि कल्याणकृत्कश्चिद्दुर्गतिं तात गच्छति      
","
śhrī bhagavān uvāchapārtha naiveha nāmutra vināśhas tasya vidyatena hi kalyāṇa kṛit kaśhchid durgatiṁ tāta gachchhati
"
253,6,39,"
प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वती: समा:  शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते      अथवा योगिनामेव कुले भवति धीमताम्  एतद्धि दुर्लभतरं लोके जन्म यदीदृशम्      
","
prāpya puṇya kṛitāṁ lokān uṣhitvā śhāśhvatīḥ samāḥśhuchīnāṁ śhrīmatāṁ gehe yoga bhraṣhṭo ’bhijāyateatha vā yoginām eva kule bhavati dhīmatāmetad dhi durlabhataraṁ loke janma yad īdṛiśham
"
